"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Births"	"Female Population"	"Fertility Rate"
	"Utah"	"49"	"2016"	"2016"	"15-19 years"	"15-19"	1829	117114	15.62
	"Utah"	"49"	"2016"	"2016"	"20-24 years"	"20-24"	10515	122227	86.03
	"Utah"	"49"	"2016"	"2016"	"25-29 years"	"25-29"	17017	112210	151.65
	"Utah"	"49"	"2016"	"2016"	"30-34 years"	"30-34"	13769	109486	125.76
	"Utah"	"49"	"2016"	"2016"	"35-39 years"	"35-39"	6188	110681	55.91
	"Utah"	"49"	"2016"	"2016"	"40-44 years"	"40-44"	1056	90955	11.61
	"Utah"	"49"	"2016"	"2016"	"45-49 years"	"45-49"	73	Not Available	Not Available
	"Utah"	"49"	"2017"	"2017"	"15-19 years"	"15-19"	1801	118837	15.16
	"Utah"	"49"	"2017"	"2017"	"20-24 years"	"20-24"	10138	123890	81.83
	"Utah"	"49"	"2017"	"2017"	"25-29 years"	"25-29"	16435	117124	140.32
	"Utah"	"49"	"2017"	"2017"	"30-34 years"	"30-34"	13096	107879	121.40
	"Utah"	"49"	"2017"	"2017"	"35-39 years"	"35-39"	5906	112466	52.51
	"Utah"	"49"	"2017"	"2017"	"40-44 years"	"40-44"	1128	94928	11.88
	"Utah"	"49"	"2017"	"2017"	"45-49 years"	"45-49"	69	Not Available	Not Available
	"Utah"	"49"	"2018"	"2018"	"15-19 years"	"15-19"	1604	122027	13.14
	"Utah"	"49"	"2018"	"2018"	"20-24 years"	"20-24"	9927	126855	78.25
	"Utah"	"49"	"2018"	"2018"	"25-29 years"	"25-29"	15956	120254	132.69
	"Utah"	"49"	"2018"	"2018"	"30-34 years"	"30-34"	12635	107686	117.33
	"Utah"	"49"	"2018"	"2018"	"35-39 years"	"35-39"	5878	113832	51.64
	"Utah"	"49"	"2018"	"2018"	"40-44 years"	"40-44"	1132	99609	11.36
	"Utah"	"49"	"2018"	"2018"	"45-49 years"	"45-49"	68	Not Available	Not Available
	"Utah"	"49"	"2019"	"2019"	"Under 15 years"	"15"	10	Not Available	Not Available
	"Utah"	"49"	"2019"	"2019"	"15-19 years"	"15-19"	1498	124535	12.03
	"Utah"	"49"	"2019"	"2019"	"20-24 years"	"20-24"	9501	128846	73.74
	"Utah"	"49"	"2019"	"2019"	"25-29 years"	"25-29"	16074	122197	131.54
	"Utah"	"49"	"2019"	"2019"	"30-34 years"	"30-34"	12565	108654	115.64
	"Utah"	"49"	"2019"	"2019"	"35-39 years"	"35-39"	5864	113907	51.48
	"Utah"	"49"	"2019"	"2019"	"40-44 years"	"40-44"	1243	104121	11.94
	"Utah"	"49"	"2019"	"2019"	"45-49 years"	"45-49"	67	Not Available	Not Available
	"Utah"	"49"	"2020"	"2020"	"15-19 years"	"15-19"	1363	126536	10.77
	"Utah"	"49"	"2020"	"2020"	"20-24 years"	"20-24"	9062	131294	69.02
	"Utah"	"49"	"2020"	"2020"	"25-29 years"	"25-29"	15865	123245	128.73
	"Utah"	"49"	"2020"	"2020"	"30-34 years"	"30-34"	12367	110703	111.71
	"Utah"	"49"	"2020"	"2020"	"35-39 years"	"35-39"	5757	112743	51.06
	"Utah"	"49"	"2020"	"2020"	"40-44 years"	"40-44"	1207	108818	11.09
	"Utah"	"49"	"2020"	"2020"	"45-49 years"	"45-49"	67	Not Available	Not Available
	"Utah"	"49"	"2021"	"2021"	"15-19 years"	"15-19"	1282	132487	9.68
	"Utah"	"49"	"2021"	"2021"	"20-24 years"	"20-24"	9057	135230	66.97
	"Utah"	"49"	"2021"	"2021"	"25-29 years"	"25-29"	16467	123262	133.59
	"Utah"	"49"	"2021"	"2021"	"30-34 years"	"30-34"	12772	115362	110.71
	"Utah"	"49"	"2021"	"2021"	"35-39 years"	"35-39"	5827	113983	51.12
	"Utah"	"49"	"2021"	"2021"	"40-44 years"	"40-44"	1217	113684	10.71
	"Utah"	"49"	"2021"	"2021"	"45-49 years"	"45-49"	82	Not Available	Not Available
	"Utah"	"49"	"2022"	"2022"	"15-19 years"	"15-19"	1203	134170	8.97
	"Utah"	"49"	"2022"	"2022"	"20-24 years"	"20-24"	8732	145534	60.00
	"Utah"	"49"	"2022"	"2022"	"25-29 years"	"25-29"	16116	123838	130.14
	"Utah"	"49"	"2022"	"2022"	"30-34 years"	"30-34"	12684	117059	108.36
	"Utah"	"49"	"2022"	"2022"	"35-39 years"	"35-39"	5676	111108	51.09
	"Utah"	"49"	"2022"	"2022"	"40-44 years"	"40-44"	1267	114670	11.05
	"Utah"	"49"	"2022"	"2022"	"45-49 years"	"45-49"	72	Not Available	Not Available
	"Vermont"	"50"	"2016"	"2016"	"15-19 years"	"15-19"	213	20747	10.27
	"Vermont"	"50"	"2016"	"2016"	"20-24 years"	"20-24"	1018	22820	44.61
	"Vermont"	"50"	"2016"	"2016"	"25-29 years"	"25-29"	1634	17638	92.64
	"Vermont"	"50"	"2016"	"2016"	"30-34 years"	"30-34"	1771	18092	97.89
	"Vermont"	"50"	"2016"	"2016"	"35-39 years"	"35-39"	945	17840	52.97
	"Vermont"	"50"	"2016"	"2016"	"40-44 years"	"40-44"	163	17253	9.45
	"Vermont"	"50"	"2017"	"2017"	"15-19 years"	"15-19"	206	20438	10.08
	"Vermont"	"50"	"2017"	"2017"	"20-24 years"	"20-24"	896	22429	39.95
	"Vermont"	"50"	"2017"	"2017"	"25-29 years"	"25-29"	1648	17640	93.42
	"Vermont"	"50"	"2017"	"2017"	"30-34 years"	"30-34"	1792	18180	98.57
	"Vermont"	"50"	"2017"	"2017"	"35-39 years"	"35-39"	921	18175	50.67
	"Vermont"	"50"	"2017"	"2017"	"40-44 years"	"40-44"	179	16992	10.53
	"Vermont"	"50"	"2017"	"2017"	"45-49 years"	"45-49"	10	Not Available	Not Available
	"Vermont"	"50"	"2018"	"2018"	"15-19 years"	"15-19"	182	20676	8.80
	"Vermont"	"50"	"2018"	"2018"	"20-24 years"	"20-24"	848	22439	37.79
	"Vermont"	"50"	"2018"	"2018"	"25-29 years"	"25-29"	1554	18183	85.46
	"Vermont"	"50"	"2018"	"2018"	"30-34 years"	"30-34"	1753	18087	96.92
	"Vermont"	"50"	"2018"	"2018"	"35-39 years"	"35-39"	921	18556	49.63
	"Vermont"	"50"	"2018"	"2018"	"40-44 years"	"40-44"	161	17127	9.40
	"Vermont"	"50"	"2018"	"2018"	"45-49 years"	"45-49"	12	Not Available	Not Available
	"Vermont"	"50"	"2019"	"2019"	"15-19 years"	"15-19"	152	20014	7.59
	"Vermont"	"50"	"2019"	"2019"	"20-24 years"	"20-24"	802	22106	36.28
	"Vermont"	"50"	"2019"	"2019"	"25-29 years"	"25-29"	1504	18281	82.27
	"Vermont"	"50"	"2019"	"2019"	"30-34 years"	"30-34"	1802	18079	99.67
	"Vermont"	"50"	"2019"	"2019"	"35-39 years"	"35-39"	881	18672	47.18
	"Vermont"	"50"	"2019"	"2019"	"40-44 years"	"40-44"	199	17380	11.45
	"Vermont"	"50"	"2019"	"2019"	"45-49 years"	"45-49"	18	Not Available	Not Available
	"Vermont"	"50"	"2020"	"2020"	"15-19 years"	"15-19"	139	19808	7.02
	"Vermont"	"50"	"2020"	"2020"	"20-24 years"	"20-24"	759	21727	34.93
	"Vermont"	"50"	"2020"	"2020"	"25-29 years"	"25-29"	1366	18533	73.71
	"Vermont"	"50"	"2020"	"2020"	"30-34 years"	"30-34"	1661	18250	91.01
	"Vermont"	"50"	"2020"	"2020"	"35-39 years"	"35-39"	987	18736	52.68
	"Vermont"	"50"	"2020"	"2020"	"40-44 years"	"40-44"	207	17820	11.62
	"Vermont"	"50"	"2020"	"2020"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"Vermont"	"50"	"2021"	"2021"	"15-19 years"	"15-19"	133	20644	6.44
	"Vermont"	"50"	"2021"	"2021"	"20-24 years"	"20-24"	698	22246	31.38
	"Vermont"	"50"	"2021"	"2021"	"25-29 years"	"25-29"	1385	18838	73.52
	"Vermont"	"50"	"2021"	"2021"	"30-34 years"	"30-34"	1900	19308	98.40
	"Vermont"	"50"	"2021"	"2021"	"35-39 years"	"35-39"	1051	19821	53.02
	"Vermont"	"50"	"2021"	"2021"	"40-44 years"	"40-44"	196	19123	10.25
	"Vermont"	"50"	"2021"	"2021"	"45-49 years"	"45-49"	19	Not Available	Not Available
	"Vermont"	"50"	"2022"	"2022"	"15-19 years"	"15-19"	116	20050	5.79
	"Vermont"	"50"	"2022"	"2022"	"20-24 years"	"20-24"	703	22430	31.34
	"Vermont"	"50"	"2022"	"2022"	"25-29 years"	"25-29"	1284	18347	69.98
	"Vermont"	"50"	"2022"	"2022"	"30-34 years"	"30-34"	1835	19533	93.94
	"Vermont"	"50"	"2022"	"2022"	"35-39 years"	"35-39"	1145	19995	57.26
	"Vermont"	"50"	"2022"	"2022"	"40-44 years"	"40-44"	215	19533	11.01
	"Vermont"	"50"	"2022"	"2022"	"45-49 years"	"45-49"	13	Not Available	Not Available
	"Virginia"	"51"	"2016"	"2016"	"Under 15 years"	"15"	45	Not Available	Not Available
	"Virginia"	"51"	"2016"	"2016"	"15-19 years"	"15-19"	4114	265098	15.52
	"Virginia"	"51"	"2016"	"2016"	"20-24 years"	"20-24"	18741	283063	66.21
	"Virginia"	"51"	"2016"	"2016"	"25-29 years"	"25-29"	28881	290736	99.34
	"Virginia"	"51"	"2016"	"2016"	"30-34 years"	"30-34"	30993	290102	106.83
	"Virginia"	"51"	"2016"	"2016"	"35-39 years"	"35-39"	16116	280436	57.47
	"Virginia"	"51"	"2016"	"2016"	"40-44 years"	"40-44"	3288	266768	12.33
	"Virginia"	"51"	"2016"	"2016"	"45-49 years"	"45-49"	261	Not Available	Not Available
	"Virginia"	"51"	"2016"	"2016"	"50 years and over"	"50+"	21	Not Available	Not Available
	"Virginia"	"51"	"2017"	"2017"	"Under 15 years"	"15"	40	Not Available	Not Available
	"Virginia"	"51"	"2017"	"2017"	"15-19 years"	"15-19"	3987	265153	15.04
	"Virginia"	"51"	"2017"	"2017"	"20-24 years"	"20-24"	17973	280468	64.08
	"Virginia"	"51"	"2017"	"2017"	"25-29 years"	"25-29"	28424	294960	96.37
	"Virginia"	"51"	"2017"	"2017"	"30-34 years"	"30-34"	30202	290404	104.00
	"Virginia"	"51"	"2017"	"2017"	"35-39 years"	"35-39"	16239	285670	56.85
	"Virginia"	"51"	"2017"	"2017"	"40-44 years"	"40-44"	3262	264513	12.33
	"Virginia"	"51"	"2017"	"2017"	"45-49 years"	"45-49"	235	Not Available	Not Available
	"Virginia"	"51"	"2017"	"2017"	"50 years and over"	"50+"	29	Not Available	Not Available
	"Virginia"	"51"	"2018"	"2018"	"Under 15 years"	"15"	39	Not Available	Not Available
	"Virginia"	"51"	"2018"	"2018"	"15-19 years"	"15-19"	3803	266855	14.25
	"Virginia"	"51"	"2018"	"2018"	"20-24 years"	"20-24"	17122	278647	61.45
	"Virginia"	"51"	"2018"	"2018"	"25-29 years"	"25-29"	27799	296362	93.80
	"Virginia"	"51"	"2018"	"2018"	"30-34 years"	"30-34"	30639	290778	105.37
	"Virginia"	"51"	"2018"	"2018"	"35-39 years"	"35-39"	16756	290334	57.71
	"Virginia"	"51"	"2018"	"2018"	"40-44 years"	"40-44"	3387	265208	12.77
	"Virginia"	"51"	"2018"	"2018"	"45-49 years"	"45-49"	272	Not Available	Not Available
	"Virginia"	"51"	"2018"	"2018"	"50 years and over"	"50+"	26	Not Available	Not Available
	"Virginia"	"51"	"2019"	"2019"	"Under 15 years"	"15"	29	Not Available	Not Available
	"Virginia"	"51"	"2019"	"2019"	"15-19 years"	"15-19"	3625	266936	13.58
	"Virginia"	"51"	"2019"	"2019"	"20-24 years"	"20-24"	16550	274705	60.25
	"Virginia"	"51"	"2019"	"2019"	"25-29 years"	"25-29"	26950	294497	91.51
	"Virginia"	"51"	"2019"	"2019"	"30-34 years"	"30-34"	30213	291993	103.47
	"Virginia"	"51"	"2019"	"2019"	"35-39 years"	"35-39"	16411	290813	56.43
	"Virginia"	"51"	"2019"	"2019"	"40-44 years"	"40-44"	3371	267829	12.59
	"Virginia"	"51"	"2019"	"2019"	"45-49 years"	"45-49"	247	Not Available	Not Available
	"Virginia"	"51"	"2019"	"2019"	"50 years and over"	"50+"	33	Not Available	Not Available
	"Virginia"	"51"	"2020"	"2020"	"Under 15 years"	"15"	32	Not Available	Not Available
	"Virginia"	"51"	"2020"	"2020"	"15-19 years"	"15-19"	3488	267017	13.06
	"Virginia"	"51"	"2020"	"2020"	"20-24 years"	"20-24"	15623	276105	56.58
	"Virginia"	"51"	"2020"	"2020"	"25-29 years"	"25-29"	25766	292760	88.01
	"Virginia"	"51"	"2020"	"2020"	"30-34 years"	"30-34"	29689	295536	100.46
	"Virginia"	"51"	"2020"	"2020"	"35-39 years"	"35-39"	16274	292343	55.67
	"Virginia"	"51"	"2020"	"2020"	"40-44 years"	"40-44"	3592	274007	13.11
	"Virginia"	"51"	"2020"	"2020"	"45-49 years"	"45-49"	255	Not Available	Not Available
	"Virginia"	"51"	"2020"	"2020"	"50 years and over"	"50+"	30	Not Available	Not Available
	"Virginia"	"51"	"2021"	"2021"	"Under 15 years"	"15"	25	Not Available	Not Available
	"Virginia"	"51"	"2021"	"2021"	"15-19 years"	"15-19"	3198	273055	11.71
	"Virginia"	"51"	"2021"	"2021"	"20-24 years"	"20-24"	14940	275701	54.19
	"Virginia"	"51"	"2021"	"2021"	"25-29 years"	"25-29"	25655	284985	90.02
	"Virginia"	"51"	"2021"	"2021"	"30-34 years"	"30-34"	30831	297465	103.65
	"Virginia"	"51"	"2021"	"2021"	"35-39 years"	"35-39"	17185	296015	58.05
	"Virginia"	"51"	"2021"	"2021"	"40-44 years"	"40-44"	3713	282036	13.16
	"Virginia"	"51"	"2021"	"2021"	"45-49 years"	"45-49"	246	Not Available	Not Available
	"Virginia"	"51"	"2021"	"2021"	"50 years and over"	"50+"	32	Not Available	Not Available
	"Virginia"	"51"	"2022"	"2022"	"Under 15 years"	"15"	47	Not Available	Not Available
	"Virginia"	"51"	"2022"	"2022"	"15-19 years"	"15-19"	3045	273019	11.15
	"Virginia"	"51"	"2022"	"2022"	"20-24 years"	"20-24"	14702	288518	50.96
	"Virginia"	"51"	"2022"	"2022"	"25-29 years"	"25-29"	25466	280816	90.69
	"Virginia"	"51"	"2022"	"2022"	"30-34 years"	"30-34"	30487	296548	102.81
	"Virginia"	"51"	"2022"	"2022"	"35-39 years"	"35-39"	17675	294847	59.95
	"Virginia"	"51"	"2022"	"2022"	"40-44 years"	"40-44"	3879	285173	13.60
	"Virginia"	"51"	"2022"	"2022"	"45-49 years"	"45-49"	288	Not Available	Not Available
	"Virginia"	"51"	"2022"	"2022"	"50 years and over"	"50+"	41	Not Available	Not Available
	"Washington"	"53"	"2016"	"2016"	"Under 15 years"	"15"	34	Not Available	Not Available
	"Washington"	"53"	"2016"	"2016"	"15-19 years"	"15-19"	3584	215482	16.63
	"Washington"	"53"	"2016"	"2016"	"20-24 years"	"20-24"	15616	233041	67.01
	"Washington"	"53"	"2016"	"2016"	"25-29 years"	"25-29"	26468	265854	99.56
	"Washington"	"53"	"2016"	"2016"	"30-34 years"	"30-34"	28060	258757	108.44
	"Washington"	"53"	"2016"	"2016"	"35-39 years"	"35-39"	13722	242786	56.52
	"Washington"	"53"	"2016"	"2016"	"40-44 years"	"40-44"	2795	221571	12.61
	"Washington"	"53"	"2016"	"2016"	"45-49 years"	"45-49"	207	Not Available	Not Available
	"Washington"	"53"	"2016"	"2016"	"50 years and over"	"50+"	19	Not Available	Not Available
	"Washington"	"53"	"2017"	"2017"	"Under 15 years"	"15"	23	Not Available	Not Available
	"Washington"	"53"	"2017"	"2017"	"15-19 years"	"15-19"	3191	216216	14.76
	"Washington"	"53"	"2017"	"2017"	"20-24 years"	"20-24"	14841	229578	64.64
	"Washington"	"53"	"2017"	"2017"	"25-29 years"	"25-29"	25144	274047	91.75
	"Washington"	"53"	"2017"	"2017"	"30-34 years"	"30-34"	26990	265845	101.53
	"Washington"	"53"	"2017"	"2017"	"35-39 years"	"35-39"	14304	253594	56.41
	"Washington"	"53"	"2017"	"2017"	"40-44 years"	"40-44"	2828	225474	12.54
	"Washington"	"53"	"2017"	"2017"	"45-49 years"	"45-49"	228	Not Available	Not Available
	"Washington"	"53"	"2017"	"2017"	"50 years and over"	"50+"	13	Not Available	Not Available
	"Washington"	"53"	"2018"	"2018"	"Under 15 years"	"15"	17	Not Available	Not Available
	"Washington"	"53"	"2018"	"2018"	"15-19 years"	"15-19"	2762	218148	12.66
	"Washington"	"53"	"2018"	"2018"	"20-24 years"	"20-24"	14122	230232	61.34
	"Washington"	"53"	"2018"	"2018"	"25-29 years"	"25-29"	24424	282248	86.53
	"Washington"	"53"	"2018"	"2018"	"30-34 years"	"30-34"	27003	273995	98.55
	"Washington"	"53"	"2018"	"2018"	"35-39 years"	"35-39"	14557	262487	55.46
	"Washington"	"53"	"2018"	"2018"	"40-44 years"	"40-44"	2954	230608	12.81
	"Washington"	"53"	"2018"	"2018"	"45-49 years"	"45-49"	228	Not Available	Not Available
	"Washington"	"53"	"2018"	"2018"	"50 years and over"	"50+"	18	Not Available	Not Available
	"Washington"	"53"	"2019"	"2019"	"Under 15 years"	"15"	22	Not Available	Not Available
	"Washington"	"53"	"2019"	"2019"	"15-19 years"	"15-19"	2788	219326	12.71
	"Washington"	"53"	"2019"	"2019"	"20-24 years"	"20-24"	13675	228994	59.72
	"Washington"	"53"	"2019"	"2019"	"25-29 years"	"25-29"	23905	283289	84.38
	"Washington"	"53"	"2019"	"2019"	"30-34 years"	"30-34"	26500	280561	94.45
	"Washington"	"53"	"2019"	"2019"	"35-39 years"	"35-39"	14714	268981	54.70
	"Washington"	"53"	"2019"	"2019"	"40-44 years"	"40-44"	3029	236106	12.83
	"Washington"	"53"	"2019"	"2019"	"45-49 years"	"45-49"	234	Not Available	Not Available
	"Washington"	"53"	"2019"	"2019"	"50 years and over"	"50+"	28	Not Available	Not Available
	"Washington"	"53"	"2020"	"2020"	"Under 15 years"	"15"	25	Not Available	Not Available
	"Washington"	"53"	"2020"	"2020"	"15-19 years"	"15-19"	2478	219345	11.30
	"Washington"	"53"	"2020"	"2020"	"20-24 years"	"20-24"	12766	230861	55.30
	"Washington"	"53"	"2020"	"2020"	"25-29 years"	"25-29"	22991	280995	81.82
	"Washington"	"53"	"2020"	"2020"	"30-34 years"	"30-34"	26535	288949	91.83
	"Washington"	"53"	"2020"	"2020"	"35-39 years"	"35-39"	14976	274688	54.52
	"Washington"	"53"	"2020"	"2020"	"40-44 years"	"40-44"	3064	243575	12.58
	"Washington"	"53"	"2020"	"2020"	"45-49 years"	"45-49"	229	Not Available	Not Available
	"Washington"	"53"	"2020"	"2020"	"50 years and over"	"50+"	22	Not Available	Not Available
	"Washington"	"53"	"2021"	"2021"	"Under 15 years"	"15"	29	Not Available	Not Available
	"Washington"	"53"	"2021"	"2021"	"15-19 years"	"15-19"	2276	224472	10.14
	"Washington"	"53"	"2021"	"2021"	"20-24 years"	"20-24"	12510	228298	54.80
	"Washington"	"53"	"2021"	"2021"	"25-29 years"	"25-29"	22652	270127	83.86
	"Washington"	"53"	"2021"	"2021"	"30-34 years"	"30-34"	27395	293619	93.30
	"Washington"	"53"	"2021"	"2021"	"35-39 years"	"35-39"	15634	279494	55.94
	"Washington"	"53"	"2021"	"2021"	"40-44 years"	"40-44"	3195	252725	12.64
	"Washington"	"53"	"2021"	"2021"	"45-49 years"	"45-49"	193	Not Available	Not Available
	"Washington"	"53"	"2021"	"2021"	"50 years and over"	"50+"	27	Not Available	Not Available
	"Washington"	"53"	"2022"	"2022"	"Under 15 years"	"15"	25	Not Available	Not Available
	"Washington"	"53"	"2022"	"2022"	"15-19 years"	"15-19"	2144	223435	9.60
	"Washington"	"53"	"2022"	"2022"	"20-24 years"	"20-24"	12228	240153	50.92
	"Washington"	"53"	"2022"	"2022"	"25-29 years"	"25-29"	22009	267264	82.35
	"Washington"	"53"	"2022"	"2022"	"30-34 years"	"30-34"	27205	296857	91.64
	"Washington"	"53"	"2022"	"2022"	"35-39 years"	"35-39"	15995	278628	57.41
	"Washington"	"53"	"2022"	"2022"	"40-44 years"	"40-44"	3435	256926	13.37
	"Washington"	"53"	"2022"	"2022"	"45-49 years"	"45-49"	253	Not Available	Not Available
	"Washington"	"53"	"2022"	"2022"	"50 years and over"	"50+"	39	Not Available	Not Available
	"West Virginia"	"54"	"2016"	"2016"	"Under 15 years"	"15"	17	Not Available	Not Available
	"West Virginia"	"54"	"2016"	"2016"	"15-19 years"	"15-19"	1555	53087	29.29
	"West Virginia"	"54"	"2016"	"2016"	"20-24 years"	"20-24"	5541	56993	97.22
	"West Virginia"	"54"	"2016"	"2016"	"25-29 years"	"25-29"	5910	55202	107.06
	"West Virginia"	"54"	"2016"	"2016"	"30-34 years"	"30-34"	4069	51876	78.44
	"West Virginia"	"54"	"2016"	"2016"	"35-39 years"	"35-39"	1701	55572	30.61
	"West Virginia"	"54"	"2016"	"2016"	"40-44 years"	"40-44"	270	54994	4.91
	"West Virginia"	"54"	"2016"	"2016"	"45-49 years"	"45-49"	14	Not Available	Not Available
	"West Virginia"	"54"	"2017"	"2017"	"Under 15 years"	"15"	10	Not Available	Not Available
	"West Virginia"	"54"	"2017"	"2017"	"15-19 years"	"15-19"	1416	52305	27.07
	"West Virginia"	"54"	"2017"	"2017"	"20-24 years"	"20-24"	5449	55830	97.60
	"West Virginia"	"54"	"2017"	"2017"	"25-29 years"	"25-29"	5781	55097	104.92
	"West Virginia"	"54"	"2017"	"2017"	"30-34 years"	"30-34"	3988	50271	79.33
	"West Virginia"	"54"	"2017"	"2017"	"35-39 years"	"35-39"	1693	54758	30.92
	"West Virginia"	"54"	"2017"	"2017"	"40-44 years"	"40-44"	312	53993	5.78
	"West Virginia"	"54"	"2017"	"2017"	"45-49 years"	"45-49"	22	Not Available	Not Available
	"West Virginia"	"54"	"2018"	"2018"	"Under 15 years"	"15"	10	Not Available	Not Available
	"West Virginia"	"54"	"2018"	"2018"	"15-19 years"	"15-19"	1317	51808	25.42
	"West Virginia"	"54"	"2018"	"2018"	"20-24 years"	"20-24"	5160	54727	94.29
	"West Virginia"	"54"	"2018"	"2018"	"25-29 years"	"25-29"	5800	55241	104.99
	"West Virginia"	"54"	"2018"	"2018"	"30-34 years"	"30-34"	3927	49463	79.39
	"West Virginia"	"54"	"2018"	"2018"	"35-39 years"	"35-39"	1703	54280	31.37
	"West Virginia"	"54"	"2018"	"2018"	"40-44 years"	"40-44"	303	53517	5.66
	"West Virginia"	"54"	"2018"	"2018"	"45-49 years"	"45-49"	17	Not Available	Not Available
	"West Virginia"	"54"	"2018"	"2018"	"50 years and over"	"50+"	11	Not Available	Not Available
	"West Virginia"	"54"	"2019"	"2019"	"Under 15 years"	"15"	10	Not Available	Not Available
	"West Virginia"	"54"	"2019"	"2019"	"15-19 years"	"15-19"	1287	51164	25.15
	"West Virginia"	"54"	"2019"	"2019"	"20-24 years"	"20-24"	5111	53747	95.09
	"West Virginia"	"54"	"2019"	"2019"	"25-29 years"	"25-29"	5715	54214	105.42
	"West Virginia"	"54"	"2019"	"2019"	"30-34 years"	"30-34"	3957	49648	79.70
	"West Virginia"	"54"	"2019"	"2019"	"35-39 years"	"35-39"	1704	52788	32.28
	"West Virginia"	"54"	"2019"	"2019"	"40-44 years"	"40-44"	335	53513	6.26
	"West Virginia"	"54"	"2019"	"2019"	"45-49 years"	"45-49"	14	Not Available	Not Available
	"West Virginia"	"54"	"2020"	"2020"	"Under 15 years"	"15"	14	Not Available	Not Available
	"West Virginia"	"54"	"2020"	"2020"	"15-19 years"	"15-19"	1139	50594	22.51
	"West Virginia"	"54"	"2020"	"2020"	"20-24 years"	"20-24"	4736	53870	87.92
	"West Virginia"	"54"	"2020"	"2020"	"25-29 years"	"25-29"	5513	52779	104.45
	"West Virginia"	"54"	"2020"	"2020"	"30-34 years"	"30-34"	3931	51074	76.97
	"West Virginia"	"54"	"2020"	"2020"	"35-39 years"	"35-39"	1640	51040	32.13
	"West Virginia"	"54"	"2020"	"2020"	"40-44 years"	"40-44"	317	54078	5.86
	"West Virginia"	"54"	"2020"	"2020"	"45-49 years"	"45-49"	28	Not Available	Not Available
	"West Virginia"	"54"	"2021"	"2021"	"Under 15 years"	"15"	10	Not Available	Not Available
	"West Virginia"	"54"	"2021"	"2021"	"15-19 years"	"15-19"	1080	51690	20.89
	"West Virginia"	"54"	"2021"	"2021"	"20-24 years"	"20-24"	4792	53670	89.29
	"West Virginia"	"54"	"2021"	"2021"	"25-29 years"	"25-29"	5295	51032	103.76
	"West Virginia"	"54"	"2021"	"2021"	"30-34 years"	"30-34"	3984	52298	76.18
	"West Virginia"	"54"	"2021"	"2021"	"35-39 years"	"35-39"	1663	50659	32.83
	"West Virginia"	"54"	"2021"	"2021"	"40-44 years"	"40-44"	349	54818	6.37
	"West Virginia"	"54"	"2021"	"2021"	"45-49 years"	"45-49"	20	Not Available	Not Available
	"West Virginia"	"54"	"2022"	"2022"	"Under 15 years"	"15"	10	Not Available	Not Available
	"West Virginia"	"54"	"2022"	"2022"	"15-19 years"	"15-19"	1024	51810	19.76
	"West Virginia"	"54"	"2022"	"2022"	"20-24 years"	"20-24"	4538	55937	81.13
	"West Virginia"	"54"	"2022"	"2022"	"25-29 years"	"25-29"	5360	49795	107.64
	"West Virginia"	"54"	"2022"	"2022"	"30-34 years"	"30-34"	3950	52609	75.08
	"West Virginia"	"54"	"2022"	"2022"	"35-39 years"	"35-39"	1682	49213	34.18
	"West Virginia"	"54"	"2022"	"2022"	"40-44 years"	"40-44"	332	54019	6.15
	"West Virginia"	"54"	"2022"	"2022"	"45-49 years"	"45-49"	23	Not Available	Not Available
	"West Virginia"	"54"	"2022"	"2022"	"50 years and over"	"50+"	10	Not Available	Not Available
	"Wisconsin"	"55"	"2016"	"2016"	"Under 15 years"	"15"	22	Not Available	Not Available
	"Wisconsin"	"55"	"2016"	"2016"	"15-19 years"	"15-19"	2808	186790	15.03
	"Wisconsin"	"55"	"2016"	"2016"	"20-24 years"	"20-24"	11914	199707	59.66
	"Wisconsin"	"55"	"2016"	"2016"	"25-29 years"	"25-29"	21083	173258	121.69
	"Wisconsin"	"55"	"2016"	"2016"	"30-34 years"	"30-34"	20730	182898	113.34
	"Wisconsin"	"55"	"2016"	"2016"	"35-39 years"	"35-39"	8577	176407	48.62
	"Wisconsin"	"55"	"2016"	"2016"	"40-44 years"	"40-44"	1407	162533	8.66
	"Wisconsin"	"55"	"2016"	"2016"	"45-49 years"	"45-49"	68	Not Available	Not Available
	"Wisconsin"	"55"	"2017"	"2017"	"Under 15 years"	"15"	24	Not Available	Not Available
	"Wisconsin"	"55"	"2017"	"2017"	"15-19 years"	"15-19"	2564	186254	13.77
	"Wisconsin"	"55"	"2017"	"2017"	"20-24 years"	"20-24"	11602	197742	58.67
	"Wisconsin"	"55"	"2017"	"2017"	"25-29 years"	"25-29"	20362	176576	115.32
	"Wisconsin"	"55"	"2017"	"2017"	"30-34 years"	"30-34"	20217	180338	112.11
	"Wisconsin"	"55"	"2017"	"2017"	"35-39 years"	"35-39"	8617	180468	47.75
	"Wisconsin"	"55"	"2017"	"2017"	"40-44 years"	"40-44"	1501	162441	9.24
	"Wisconsin"	"55"	"2017"	"2017"	"45-49 years"	"45-49"	86	Not Available	Not Available
	"Wisconsin"	"55"	"2018"	"2018"	"Under 15 years"	"15"	26	Not Available	Not Available
