"Notes"	"State of Residence"	"State of Residence Code"	"Age of Mother 10"	"Age of Mother 10 Code"	"Year"	"Year Code"	"Mother's Education"	"Mother's Education ""Code"	"Births"""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	11""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	29""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	14""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	69""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	59""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	27""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	17""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	59""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	60""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	23""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"8th grade or ""less"	"1"	11""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	33""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	16""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	82""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	55""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	29""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"8th grade or ""less"	"1"	11""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	38""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	27""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	20""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	62""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	55""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2019"	"2019"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	23""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	19""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	43""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	10""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	67""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	68""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2020"	"2020"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"8th grade or ""less"	"1"	10""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	13""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	32""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	19""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	14""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	66""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	50""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2021"	"2021"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	33""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"8th grade or ""less"	"1"	13""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	28""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	26""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	17""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	72""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	81""
	"Virginia"	"51"	"45-49 years"	"45-49"	"2022"	"2022"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	36""
	"Virginia"	"51"	"50 years and over"	"50+"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	11""
	"Virginia"	"51"	"50 years and over"	"50+"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	11""
	"Virginia"	"51"	"50 years and over"	"50+"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	14""
	"Washington"	"53"	"Under 15 years"	"15-"	"2016"	"2016"	"8th grade or ""less"	"1"	20""
	"Washington"	"53"	"Under 15 years"	"15-"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	14""
	"Washington"	"53"	"Under 15 years"	"15-"	"2017"	"2017"	"8th grade or ""less"	"1"	12""
	"Washington"	"53"	"Under 15 years"	"15-"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	10""
	"Washington"	"53"	"Under 15 years"	"15-"	"2019"	"2019"	"8th grade or ""less"	"1"	12""
	"Washington"	"53"	"Under 15 years"	"15-"	"2020"	"2020"	"8th grade or ""less"	"1"	11""
	"Washington"	"53"	"Under 15 years"	"15-"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	12""
	"Washington"	"53"	"Under 15 years"	"15-"	"2021"	"2021"	"8th grade or ""less"	"1"	15""
	"Washington"	"53"	"Under 15 years"	"15-"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	11""
	"Washington"	"53"	"Under 15 years"	"15-"	"2022"	"2022"	"8th grade or ""less"	"1"	15""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2016"	"2016"	"8th grade or ""less"	"1"	36""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	713""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	72""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	14""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	19""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2017"	"2017"	"8th grade or ""less"	"1"	25""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	614""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	69""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	12""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	10""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2018"	"2018"	"8th grade or ""less"	"1"	23""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	518""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	69""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	10""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	14""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2019"	"2019"	"8th grade or ""less"	"1"	23""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	486""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	58""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	13""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	19""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2020"	"2020"	"8th grade or ""less"	"1"	26""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	485""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	51""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	16""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2021"	"2021"	"8th grade or ""less"	"1"	20""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	407""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	53""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	27""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2022"	"2022"	"8th grade or ""less"	"1"	25""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	349""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	45""
	"Washington"	"53"	"15 - 17 years"	"15-17"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	28""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"8th grade or ""less"	"1"	65""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	1014""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	1185""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	409""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	30""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	27""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"8th grade or ""less"	"1"	38""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	901""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	1126""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	339""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	27""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	30""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"8th grade or ""less"	"1"	50""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	762""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	978""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	288""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	19""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	31""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"8th grade or ""less"	"1"	51""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	747""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	1010""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	298""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	34""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	49""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"8th grade or ""less"	"1"	49""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	617""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	884""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	268""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	27""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	52""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"8th grade or ""less"	"1"	35""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	561""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	839""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	228""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	34""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	67""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"8th grade or ""less"	"1"	59""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	518""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	832""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	182""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	34""
	"Washington"	"53"	"18 - 19 years"	"18-19"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	69""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"8th grade or ""less"	"1"	296""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	2316""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	6030""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	4776""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	1203""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	761""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	53""
	"Washington"	"53"	"20-24 years"	"20-24"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	179""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"8th grade or ""less"	"1"	282""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	2134""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	5907""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	4502""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	1076""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	696""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	45""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	10""
	"Washington"	"53"	"20-24 years"	"20-24"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	189""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"8th grade or ""less"	"1"	237""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	2053""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	5798""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	4096""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	1043""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	644""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	38""
	"Washington"	"53"	"20-24 years"	"20-24"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	210""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"8th grade or ""less"	"1"	236""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	1922""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	5604""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	3993""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"Associate degree (AA, ""AS)"	"5"	988""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"Bachelor's degree (BA, AB, ""BS)"	"6"	613""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	48""
	"Washington"	"53"	"20-24 years"	"20-24"	"2019"	"2019"	"Unknown or Not ""Stated"	"Unk"	267""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"8th grade or ""less"	"1"	235""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"9th through 12th grade with no ""diploma"	"2"	1816""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"High school graduate or GED ""completed"	"3"	5243""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"Some college credit, but not a ""degree"	"4"	3435""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"Associate degree (AA, ""AS)"	"5"	991""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"Bachelor's degree (BA, AB, ""BS)"	"6"	675""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	54""
	"Washington"	"53"	"20-24 years"	"20-24"	"2020"	"2020"	"Unknown or Not ""Stated"	"Unk"	310""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"8th grade or ""less"	"1"	216""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"9th through 12th grade with no ""diploma"	"2"	1708""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"High school graduate or GED ""completed"	"3"	5136""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"Some college credit, but not a ""degree"	"4"	3343""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"Associate degree (AA, ""AS)"	"5"	934""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"Bachelor's degree (BA, AB, ""BS)"	"6"	678""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	60""
	"Washington"	"53"	"20-24 years"	"20-24"	"2021"	"2021"	"Unknown or Not ""Stated"	"Unk"	432""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"8th grade or ""less"	"1"	254""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"9th through 12th grade with no ""diploma"	"2"	1543""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"High school graduate or GED ""completed"	"3"	5029""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"Some college credit, but not a ""degree"	"4"	3199""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"Associate degree (AA, ""AS)"	"5"	1013""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"Bachelor's degree (BA, AB, ""BS)"	"6"	720""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	71""
	"Washington"	"53"	"20-24 years"	"20-24"	"2022"	"2022"	"Unknown or Not ""Stated"	"Unk"	393""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"8th grade or ""less"	"1"	574""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"9th through 12th grade with no ""diploma"	"2"	2018""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"High school graduate or GED ""completed"	"3"	6025""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Some college credit, but not a ""degree"	"4"	7237""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Associate degree (AA, ""AS)"	"5"	3186""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Bachelor's degree (BA, AB, ""BS)"	"6"	5476""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1457""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	211""
	"Washington"	"53"	"25-29 years"	"25-29"	"2016"	"2016"	"Unknown or Not ""Stated"	"Unk"	284""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"8th grade or ""less"	"1"	491""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"9th through 12th grade with no ""diploma"	"2"	1785""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"High school graduate or GED ""completed"	"3"	5730""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Some college credit, but not a ""degree"	"4"	6823""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Associate degree (AA, ""AS)"	"5"	3053""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Bachelor's degree (BA, AB, ""BS)"	"6"	5265""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1445""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	200""
	"Washington"	"53"	"25-29 years"	"25-29"	"2017"	"2017"	"Unknown or Not ""Stated"	"Unk"	352""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"8th grade or ""less"	"1"	464""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"9th through 12th grade with no ""diploma"	"2"	1763""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"High school graduate or GED ""completed"	"3"	5834""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Some college credit, but not a ""degree"	"4"	6465""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Associate degree (AA, ""AS)"	"5"	2904""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Bachelor's degree (BA, AB, ""BS)"	"6"	5008""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Master's degree (MA, MS, MEng, MEd, MSW, ""MBA)"	"7"	1397""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, ""JD)"	"8"	178""
	"Washington"	"53"	"25-29 years"	"25-29"	"2018"	"2018"	"Unknown or Not ""Stated"	"Unk"	411""
	"Washington"	"53"	"25-29 years"	"25-29"	"2019"	"2019"	"8th grade or ""less"	"1"	403""
	"Washington"	"53"	"25-29 years"	"25-29"	"2019"	"2019"	"9th through 12th grade with no ""diploma"	"2"	1552""
	"Washington"	"53"	"25-29 years"	"25-29"	"2019"	"2019"	"High school graduate or GED ""completed"	"3"	5789""
	"Washington"	"53"	"25-29 years"	"25-29"	"2019"	"2019"	"Some college credit, but not a ""degree"	"4"	6330""
